"videoNumber","title","sourceMarketplace","sourceUrl","matchStatus","matchReason","candidateCount","catalogProductId","catalogTitle","marketplace","similarity"
"41","[L & Z] Assento De Banho De Bebê Suporte Universal De Banheira Pode Sentar Almofada De Reclinação Recém-Nascido Aprender A","shopee","https://shopee.com.br/product/805048728/17186447100","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"42","Capa de transporte Pet Carro - Bancos em Tecido","shopee","https://shopee.com.br/product/509680754/10570004716","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"43","Rosa Verde Preto E Branco Polka-dot Tecido Prato Artefato Para Cabelo Em Rede Butterfly Twist Clip Acessórios De Com Flores","shopee","https://shopee.com.br/product/562741592/20275430324","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"44","Retangular levantado jardim cama kit interior ao ar livre plantador de plástico crescer caixa vaso de flores elevado jardim cama vasos & plantadores","outro","https://pt.aliexpress.com/item/1005004682242519.html","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"45","Carregamento de baterias strokeTreinamento de reabilitação de dedos versão em inglês da função manual equipamento de massagem pneumática elétrica luvas robóticas","shopee","https://shopee.com.br/Carregamento-de-baterias-strokeTreinamento-de-reabilitação-de-dedos-versão-em-inglês-da-função-manual-equipamento-de-massagem-pneumática-elétrica-luvas-robóticas-i.869007629.21051266800","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"46","dreamedge Dispensador De Sabonete Manual Fixado Na Parede Gel Líquido Para Mão , Shampoo , Condicionador , S","shopee","https://shopee.com.br/product/288253730/16976442008","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"47","Cortina Protetor Solar Infantil Blackout","shopee","https://shopee.com.br/product/450655062/8266051599","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"48","6 Pçs Limpador De Orelha De Aço Inoxidável , Ferramenta De Remoção De Ouvido Para Adultos E Bebês","shopee","https://shopee.com.br/product/468016772/13639749956","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"49","Magic Gem Cuidados cerâmicos da pintura do revestimento do carro para o líquido hidrofóbico do polímero da cera automática detalhando acessórios do carro selo nano do pulverizador M17","outro","https://pt.aliexpress.com/item/1005005170944764.html","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"50","Caixa de telefone móvel Caixas de bloqueio de temporização universal Caixa de telefone de autodisciplina","shopee","https://shopee.com.br/Caixa-de-telefone-móvel-Caixas-de-bloqueio-de-temporização-universal-Caixa-de-telefone-de-autodisciplina-i.287930097.19273127356","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"51","Stream Pólo Super Leve Vara De Pesca Dura De Alta Fibra De Carbono Telescópica Alça 3.6M 4.5M 5.4M 6.3M 7.2M Viagem Da Carpa","shopee","https://shopee.com.br/product/688984932/17673213687","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"52","Mini Drone Para Crianças Bola Voadora De Ovni Brinquedo Operado À Mão Com Brilhante UFO Bumerangue Luz Led","shopee","https://shopee.com.br/Mini-Drone-Para-Crianças-Bola-Voadora-De-Ovni-Brinquedo-Operado-À-Mão-Com-Brilhante-UFO-Bumerangue-Luz-Led-i.288604203.15491876235","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"53","Novo retro arco pérola borla primavera clipe rosa flor franja mar clip alto rabo de cavalo uma palavra menina grampo de cabelo acessórios para o cabelo","outro","https://pt.aliexpress.com/item/1005005046839685.html","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"54","Pote De Vidro Borossilicato Com Tampa Bola Cortiça Lyor","shopee","https://shopee.com.br/product/284101173/21115902070","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"55","Cadeiras de apoio traseiro modernas crianças apoio de braço bonito minimalista sala estar cadeiras de balanço macio silla plegable artigos domésticos","outro","https://pt.aliexpress.com/item/1005005164728128.html","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"56","clio kill cover fownwear cushion all new 15g x 2ea","shopee","https://shopee.com.br/product/457864097/10282113778","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"57","Toalha Banho Limpeza Compacta, Impermeável - Algodão 70x140 Cm 6 Unidades Descartável N°4","shopee","https://shopee.com.br/product/406783231/23713202600","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"58","Lona Protetora Pintura e Reforma c Fita Adesiva 105cm x 20m Bobina Plástica 21 m² Cobertura P Obras Construção Móveis","shopee","https://shopee.com.br/product/427730819/23918337436","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"59","10 Pares Meias De Nylon De Alta Qualidade Femininas De Verão Cristal Fino De Seda Transparente Sem Escorregamento Elásticas Curtas","shopee","https://shopee.com.br/product/885434694/22839060641","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"60","Vaporizador Portátil BDV2000VB2 Black+Decker Branco e Vermelho 220V 1200W","shopee","https://shopee.com.br/product/469865617/7997654833","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"61","Cachoeira pia da cozinha 304 pia de aço inoxidável grande único slot com toque multifunções cachoeira torneira acima do contador","outro","https://pt.aliexpress.com/item/1005005246705296.html","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"62","Impressora Térmica Portátil Phomemo M08F A4 , Suporta 8,26 & quot _ X11,69","shopee","https://shopee.com.br/product/382880436/23929413927","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"63","Folha Nordic grossa e quente, 100_ impermeável, saia de cama princesa, capas de colchão rosa, bandas elásticas","outro","https://pt.aliexpress.com/item/1005004698001487.html","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"64","Mochila De Viagem Homens Ao Ar Livre Lazer Super Grande Capacidade De Negócios Mulheres Bagagem Multifuncional","shopee","https://shopee.com.br/product/891436696/23538620740","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"65","Pellets Elétricos Removedor De Para Roupas Aparador De Bolas De Pelos Suéter Dispositivo Remoção De Bobinas De Barbear USB Recarregável Máquina De Pílulas Elétricas","shopee","https://shopee.com.br/product/689592454/22011713378","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"66","Incomum lndividuplo criativo chocolate metal gás isqueiro cigarros acessórios charuto fumar isqueiros gadgets para homem","outro","https://pt.aliexpress.com/item/1005002272422181.html","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"67","Mulheres Coreano Reunindo Bico De Pato Grampo De Cabelo Para Franja LateralMeninas Bonito Veludo Hairpin Rabo De Cavalo TitularElegante Acessórios OPopular Garra Headwear","shopee","https://shopee.com.br/product/237278390/21310194812","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"68","Revestimento Antibacteriano À Prova D_água Para Gavetas De Uso Doméstico Almofada De Fundo De Papel Armários","shopee","https://shopee.com.br/Revestimento-Antibacteriano-À-Prova-D'água-Para-Gavetas-De-Uso-Doméstico-Almofada-De-Fundo-De-Papel-Armários-i.477427925.13326796191","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"69","Novo suporte para celular para carro, espelho retrovisor para carro, navegação AR, carro multifuncional 360°","shopee","https://shopee.com.br/Novo-suporte-para-celular-para-carro-espelho-retrovisor-para-carro-navegação-AR-carro-multifuncional-360°-i.766258772.19870452818","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"70","Torneira Cabeça De Pulverizador De Pia 3 Funções Pulverização G12 Bocal De Para De Cozinha Puxar Baixo Substituição Da","shopee","https://shopee.com.br/product/303324312/21930466947","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"71","Garrafa Plástica 600ml com porta pírula comprimido","shopee","https://shopee.com.br/Garrafa-Plástica-600ml-com-porta-pírula-comprimido-i.954420116.23626991159","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"72","Moagem Manual para Remover Primer Ferrugem, Cor Aço Telha Metal Remodelação, removedor de ferrugem, ferrugem Agente de Conversão, Livre","outro","https://pt.aliexpress.com/item/1005005364478980.html","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"73","Mini Capacete Com Viseira Protork Tork Edition 788 Decorativo Para Cachorro Gato Pets Enfeite","shopee","https://shopee.com.br/product/774761480/20830850449","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"74","7 Pcs1 Conjunto Palito De Metal Aço Inoxidável Oral Limpeza Dente Fio Dental Dentes Cleaner Com Tubo De Armazenamento Portátil","shopee","https://shopee.com.br/product/503563092/21225616198","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"75","Bacia De Banho Sitz Para Banheiro Com Flusher 2000ml Bidê Durável Mulheres","shopee","https://shopee.com.br/Bacia-De-Banho-Sitz-Para-Banheiro-Com-Flusher-2000ml-Bidê-Durável-Mulheres-i.360857530.16692764125","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"76","capa de chuva cachorro Capa De Chuva Para Cães De Quatro Patas À Prova D_água De Todos Incluso De PelúciaCachorros PequenosMédias","shopee","https://shopee.com.br/capa-de-chuva-cachorro-Capa-De-Chuva-Para-Cães-De-Quatro-Patas-À-Prova-D'água-De-Todos-Incluso-De-Pelúcia-Cachorros-Pequenos-Médias-i.518610561.14442668875","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"77","Cabelo Com Aplique Tic Tac Para Volume","shopee","https://shopee.com.br/product/396969093/9286415158","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"78","Kit 3 Em 1 Bico Alta Pressão De Metal Para Mangueiras Comuns + Conector De Torneira Com Rosca","shopee","https://shopee.com.br/product/647935056/23430129541","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"79","Mangueira Mágica Retrátil Flexível 15 e 30 Metros","shopee","https://shopee.com.br/product/725043480/21507979639","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"80","Porta Condimento Tempero 4 Compartimentos Utensilio Armazenamento Vinagre Oleo Cozinha Molho Parede Organizador Multifuncional","shopee","https://shopee.com.br/product/361333404/20068502954","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"81","Massageador Almofada De Pescoço E Lombar corporal pés cabeça Shiatsu Veicular Pronto Entrega","shopee","https://shopee.com.br/product/332535015/20664208904","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"82","Moedor de Grãos Café Elétrico Triturador Portátil Aço Inoxidável 110V","shopee","https://shopee.com.br/product/410629565/21340383097","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"83","Lápis De Sobrancelha 4 Prong Com Quatro Pontas Líquida De Longa Duração","shopee","https://shopee.com.br/product/570396938/17332793619","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"84","Fatiador De Frutas 4 Em 1 Cortador Melância Melão Aço Inox","shopee","https://shopee.com.br/Fatiador-De-Frutas-4-Em-1-Cortador-Melância-Melão-Aço-Inox-i.367933057.22813553792","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"85","Shouhou Utensílios De Maquiagem  Cílios Magnéticos Reutilizáveis Com Aplicador","shopee","https://shopee.com.br/product/266359520/12108424908","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"86","Céu estrelado lâmpada de projeção romântico atmosfera cósmica lâmpada cheia de estrelas sleep aid lâmpada presente aniversário noite lâmpada","outro","https://pt.aliexpress.com/item/1005004864228858.html","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"87","20g Mini Molde De Bolo Flor De LuaMargaridaGirassolForma De LótusSelo Do Bolinho Para OutonoFestival","shopee","https://shopee.com.br/product/368241288/19112993325","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"88","Depilador Indolor Caneta Sobrancelha Removedor Instantâneo Com Cabo Carregador","shopee","https://shopee.com.br/product/395174878/8440611551","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"89","Capa De Colchão De Pelúcia, Capa de colchão acolchoada, de pelúcia, quente, macia, de veludo, acolchoada, kingqueen, não inclui fronha","shopee","https://shopee.com.br/Capa-De-Colchão-De-Pelúcia-Capa-de-colchão-acolchoada-de-pelúcia-quente-macia-de-veludo-acolchoada-king-queen-não-inclui-fronha-i.877477413.21270849466","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"90","Capa Para Geladeiramaquina De Lavar Com Bolso Lateral","shopee","https://shopee.com.br/product/461628122/8975468817","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"91","Sem instalação, a prateleira de armazenamento de pia sob a cozinha pode ser sobreposta com tempero de tração e prateleira de armazenamento de utensílios domésticos criativos","shopee","https://shopee.com.br/product/951765323/23036886749","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"92","Airpods 12 airpods pro fone de ouvido sem fio Bluetooth capa protetora caixa de sapatos e bolsas da moda","shopee","https://shopee.com.br/product/398803530/6187489055","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"93","Phomemo M110 Mini Impressora Auto-Adesiva Portátil De Rótulo Térmico Adesivo bluetooth Pocket Sticker 53mm Papelaria DIY","shopee","https://shopee.com.br/product/426149590/20733424935","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"94","Colchão Cama Inflável Carro Veícular Viagem Super Resistente","shopee","https://shopee.com.br/Colchão-Cama-Inflável-Carro-Veícular-Viagem-Super-Resistente-i.349238386.7176754774","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"95","Capa De Sofá Com Babados Para SalaElástico Grosso Liso 1234 Lugares","shopee","https://shopee.com.br/Capa-De-Sofá-Com-Babados-Para-Sala-Elástico-Grosso-Liso-1-2-3-4-Lugares-i.796222395.18722995507","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"96","Cortador Fatiador Mandoline Multifuncional 5 Funções para Cortar Batata Legumes e Vegetais Food Chopper Inovador","shopee","https://shopee.com.br/Cortador-Fatiador-Mandoline-Multifuncional-5-Funções-para-Cortar-Batata-Legumes-e-Vegetais-Food-Chopper-Inovador-i.432582088.12283178624","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"97","Película Iphone 3D Neon Luminoso Fluorescente Noturna Compatível Com iPhone","shopee","https://shopee.com.br/product/456820962/21624236441","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"98","Konka Rotating Hot Food Isolamento Board, Household Rotary Hotplate, Mesa de jantar, Multifuncional placa de aquecimento elétrico, Casa","outro","https://pt.aliexpress.com/item/1005005397294137.html","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"99","Chave Inglesa De Duas Pontas Ajustável Multifuncional Universal Para Reparo","shopee","https://shopee.com.br/product/290382102/10027426522","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"100","Phomemo T02 Mini Impressora Portátil Térmica De 53mm Adesivo Sem Fio De Bolso Auto-Adesiva","shopee","https://shopee.com.br/product/537954121/19233424898","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"101","Garrafa Caixa De Leite Estampada Leiteira de Acrílico 1Lt","shopee","https://shopee.com.br/product/424566498/18377129225","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
"102","Canecas De Cerâmica Com Desenho Criativo 220ml","shopee","https://shopee.com.br/product/324828330/4860320431","pesquisar_marketplaces","Nenhum produto equivalente com link afiliado confirmado foi encontrado no catalogo.","0","","","","0"
